bin_num	chr	start	end	bin5mb	arm
735	chr1	75500000	75599999	15	1p
736	chr1	75600000	75699999	15	1p
737	chr1	75700000	75799999	15	1p
738	chr1	75800000	75899999	15	1p
739	chr1	75900000	75999999	15	1p
740	chr1	76000000	76099999	15	1p
741	chr1	76100000	76199999	15	1p
742	chr1	76200000	76299999	15	1p
743	chr1	76300000	76399999	15	1p
744	chr1	76400000	76499999	15	1p
745	chr1	76500000	76599999	15	1p
746	chr1	76600000	76699999	15	1p
747	chr1	76700000	76799999	15	1p
748	chr1	76800000	76899999	15	1p
749	chr1	76900000	76999999	15	1p
750	chr1	77000000	77099999	15	1p
751	chr1	77100000	77199999	16	1p
752	chr1	77200000	77299999	16	1p
753	chr1	77300000	77399999	16	1p
754	chr1	77400000	77499999	16	1p
755	chr1	77500000	77599999	16	1p
756	chr1	77600000	77699999	16	1p
757	chr1	77700000	77799999	16	1p
758	chr1	77800000	77899999	16	1p
759	chr1	77900000	77999999	16	1p
760	chr1	78000000	78099999	16	1p
761	chr1	78100000	78199999	16	1p
762	chr1	78200000	78299999	16	1p
763	chr1	78300000	78399999	16	1p
764	chr1	78400000	78499999	16	1p
765	chr1	78500000	78599999	16	1p
766	chr1	78600000	78699999	16	1p
767	chr1	78700000	78799999	16	1p
768	chr1	78800000	78899999	16	1p
769	chr1	78900000	78999999	16	1p
770	chr1	79000000	79099999	16	1p
771	chr1	79100000	79199999	16	1p
772	chr1	79200000	79299999	16	1p
773	chr1	79300000	79399999	16	1p
774	chr1	79400000	79499999	16	1p
775	chr1	79500000	79599999	16	1p
776	chr1	79600000	79699999	16	1p
777	chr1	79700000	79799999	16	1p
778	chr1	79800000	79899999	16	1p
779	chr1	79900000	79999999	16	1p
780	chr1	80000000	80099999	16	1p
781	chr1	80100000	80199999	16	1p
782	chr1	80200000	80299999	16	1p
783	chr1	80300000	80399999	16	1p
784	chr1	80400000	80499999	16	1p
785	chr1	80500000	80599999	16	1p
786	chr1	80600000	80699999	16	1p
787	chr1	80700000	80799999	16	1p
788	chr1	80800000	80899999	16	1p
789	chr1	80900000	80999999	16	1p
790	chr1	81000000	81099999	16	1p
791	chr1	81100000	81199999	16	1p
792	chr1	81200000	81299999	16	1p
793	chr1	81300000	81399999	16	1p
794	chr1	81400000	81499999	16	1p
795	chr1	81500000	81599999	16	1p
796	chr1	81600000	81699999	16	1p
797	chr1	81700000	81799999	16	1p
798	chr1	81800000	81899999	16	1p
799	chr1	81900000	81999999	16	1p
800	chr1	82000000	82099999	16	1p
801	chr1	82100000	82199999	17	1p
802	chr1	82200000	82299999	17	1p
803	chr1	82300000	82399999	17	1p
804	chr1	82400000	82499999	17	1p
805	chr1	82500000	82599999	17	1p
806	chr1	82600000	82699999	17	1p
807	chr1	82700000	82799999	17	1p
808	chr1	82800000	82899999	17	1p
809	chr1	82900000	82999999	17	1p
810	chr1	83000000	83099999	17	1p
811	chr1	83100000	83199999	17	1p
812	chr1	83200000	83299999	17	1p
813	chr1	83300000	83399999	17	1p
814	chr1	83400000	83499999	17	1p
815	chr1	83500000	83599999	17	1p
816	chr1	83800000	83899999	17	1p
817	chr1	83900000	83999999	17	1p
818	chr1	84000000	84099999	17	1p
819	chr1	84100000	84199999	17	1p
820	chr1	84200000	84299999	17	1p
821	chr1	84300000	84399999	17	1p
822	chr1	84400000	84499999	17	1p
823	chr1	84500000	84599999	17	1p
824	chr1	84600000	84699999	17	1p
825	chr1	84700000	84799999	17	1p
826	chr1	84800000	84899999	17	1p
827	chr1	84900000	84999999	17	1p
828	chr1	85000000	85099999	17	1p
829	chr1	85100000	85199999	17	1p
830	chr1	85200000	85299999	17	1p
831	chr1	85300000	85399999	17	1p
832	chr1	85400000	85499999	17	1p
833	chr1	85500000	85599999	17	1p
834	chr1	85600000	85699999	17	1p
835	chr1	85700000	85799999	17	1p
836	chr1	85800000	85899999	17	1p
837	chr1	85900000	85999999	17	1p
838	chr1	86000000	86099999	17	1p
839	chr1	86100000	86199999	17	1p
840	chr1	86200000	86299999	17	1p
841	chr1	86300000	86399999	17	1p
842	chr1	86400000	86499999	17	1p
843	chr1	86500000	86599999	17	1p
844	chr1	86600000	86699999	17	1p
845	chr1	86700000	86799999	17	1p
846	chr1	86800000	86899999	17	1p
847	chr1	86900000	86999999	17	1p
848	chr1	87000000	87099999	17	1p
849	chr1	87100000	87199999	17	1p
850	chr1	87200000	87299999	17	1p
851	chr1	87300000	87399999	18	1p
852	chr1	87400000	87499999	18	1p
853	chr1	87500000	87599999	18	1p
854	chr1	87600000	87699999	18	1p
855	chr1	87700000	87799999	18	1p
856	chr1	87800000	87899999	18	1p
857	chr1	87900000	87999999	18	1p
858	chr1	88000000	88099999	18	1p
859	chr1	88100000	88199999	18	1p
860	chr1	88200000	88299999	18	1p
861	chr1	88300000	88399999	18	1p
862	chr1	88400000	88499999	18	1p
863	chr1	88500000	88599999	18	1p
864	chr1	88600000	88699999	18	1p
865	chr1	88700000	88799999	18	1p
866	chr1	88800000	88899999	18	1p
867	chr1	88900000	88999999	18	1p
868	chr1	89000000	89099999	18	1p
869	chr1	89100000	89199999	18	1p
870	chr1	89200000	89299999	18	1p
871	chr1	89300000	89399999	18	1p
872	chr1	89400000	89499999	18	1p
873	chr1	89500000	89599999	18	1p
874	chr1	89600000	89699999	18	1p
875	chr1	89700000	89799999	18	1p
876	chr1	89800000	89899999	18	1p
877	chr1	89900000	89999999	18	1p
878	chr1	90000000	90099999	18	1p
879	chr1	90100000	90199999	18	1p
880	chr1	90200000	90299999	18	1p
881	chr1	90300000	90399999	18	1p
882	chr1	90400000	90499999	18	1p
883	chr1	90500000	90599999	18	1p
884	chr1	90600000	90699999	18	1p
885	chr1	90700000	90799999	18	1p
886	chr1	90800000	90899999	18	1p
887	chr1	90900000	90999999	18	1p
888	chr1	91000000	91099999	18	1p
889	chr1	91100000	91199999	18	1p
890	chr1	91200000	91299999	18	1p
891	chr1	91300000	91399999	18	1p
892	chr1	91400000	91499999	18	1p
893	chr1	91500000	91599999	18	1p
894	chr1	91600000	91699999	18	1p
895	chr1	91700000	91799999	18	1p
896	chr1	91800000	91899999	18	1p
897	chr1	91900000	91999999	18	1p
898	chr1	92000000	92099999	18	1p
899	chr1	92100000	92199999	18	1p
900	chr1	92200000	92299999	18	1p
901	chr1	92300000	92399999	19	1p
902	chr1	92400000	92499999	19	1p
903	chr1	92500000	92599999	19	1p
904	chr1	92600000	92699999	19	1p
905	chr1	92700000	92799999	19	1p
906	chr1	92800000	92899999	19	1p
907	chr1	92900000	92999999	19	1p
908	chr1	93000000	93099999	19	1p
909	chr1	93100000	93199999	19	1p
910	chr1	93200000	93299999	19	1p
911	chr1	93300000	93399999	19	1p
912	chr1	93400000	93499999	19	1p
913	chr1	93500000	93599999	19	1p
914	chr1	93600000	93699999	19	1p
915	chr1	93700000	93799999	19	1p
916	chr1	93800000	93899999	19	1p
917	chr1	93900000	93999999	19	1p
918	chr1	94000000	94099999	19	1p
919	chr1	94100000	94199999	19	1p
920	chr1	94200000	94299999	19	1p
921	chr1	94300000	94399999	19	1p
922	chr1	94400000	94499999	19	1p
923	chr1	94500000	94599999	19	1p
924	chr1	94600000	94699999	19	1p
925	chr1	94700000	94799999	19	1p
926	chr1	94800000	94899999	19	1p
927	chr1	94900000	94999999	19	1p
928	chr1	95000000	95099999	19	1p
929	chr1	95100000	95199999	19	1p
930	chr1	95200000	95299999	19	1p
931	chr1	95300000	95399999	19	1p
932	chr1	95400000	95499999	19	1p
933	chr1	95500000	95599999	19	1p
934	chr1	95600000	95699999	19	1p
935	chr1	95700000	95799999	19	1p
936	chr1	95800000	95899999	19	1p
937	chr1	95900000	95999999	19	1p
938	chr1	96000000	96099999	19	1p
939	chr1	96100000	96199999	19	1p
940	chr1	96200000	96299999	19	1p
941	chr1	96300000	96399999	19	1p
942	chr1	96400000	96499999	19	1p
943	chr1	96500000	96599999	19	1p
944	chr1	96600000	96699999	19	1p
945	chr1	96700000	96799999	19	1p
946	chr1	96800000	96899999	19	1p
947	chr1	96900000	96999999	19	1p
948	chr1	97000000	97099999	19	1p
949	chr1	97100000	97199999	19	1p
950	chr1	97200000	97299999	19	1p
951	chr1	97300000	97399999	20	1p
952	chr1	97400000	97499999	20	1p
953	chr1	97500000	97599999	20	1p
954	chr1	97600000	97699999	20	1p
955	chr1	97700000	97799999	20	1p
956	chr1	97800000	97899999	20	1p
957	chr1	97900000	97999999	20	1p
958	chr1	98000000	98099999	20	1p
959	chr1	98100000	98199999	20	1p
960	chr1	98200000	98299999	20	1p
961	chr1	98300000	98399999	20	1p
962	chr1	98400000	98499999	20	1p
963	chr1	98500000	98599999	20	1p
964	chr1	98600000	98699999	20	1p
965	chr1	98700000	98799999	20	1p
966	chr1	98800000	98899999	20	1p
967	chr1	98900000	98999999	20	1p
968	chr1	99000000	99099999	20	1p
969	chr1	99100000	99199999	20	1p
970	chr1	99200000	99299999	20	1p
971	chr1	99300000	99399999	20	1p
972	chr1	99400000	99499999	20	1p
973	chr1	99500000	99599999	20	1p
974	chr1	99600000	99699999	20	1p
975	chr1	99700000	99799999	20	1p
976	chr1	99800000	99899999	20	1p
977	chr1	99900000	99999999	20	1p
978	chr1	100000000	100099999	20	1p
979	chr1	100100000	100199999	20	1p
980	chr1	100200000	100299999	20	1p
981	chr1	100300000	100399999	20	1p
982	chr1	100400000	100499999	20	1p
983	chr1	100500000	100599999	20	1p
984	chr1	100600000	100699999	20	1p
985	chr1	100700000	100799999	20	1p
986	chr1	100800000	100899999	20	1p
987	chr1	100900000	100999999	20	1p
988	chr1	101000000	101099999	20	1p
989	chr1	101100000	101199999	20	1p
990	chr1	101200000	101299999	20	1p
991	chr1	101300000	101399999	20	1p
992	chr1	101400000	101499999	20	1p
993	chr1	101500000	101599999	20	1p
994	chr1	101600000	101699999	20	1p
995	chr1	101700000	101799999	20	1p
996	chr1	101800000	101899999	20	1p
997	chr1	101900000	101999999	20	1p
998	chr1	102000000	102099999	20	1p
999	chr1	102100000	102199999	20	1p
1000	chr1	102200000	102299999	20	1p
1001	chr1	102300000	102399999	21	1p
1002	chr1	102400000	102499999	21	1p
1003	chr1	102500000	102599999	21	1p
1004	chr1	102600000	102699999	21	1p
1005	chr1	102700000	102799999	21	1p
1006	chr1	102800000	102899999	21	1p
1007	chr1	102900000	102999999	21	1p
1008	chr1	103000000	103099999	21	1p
1009	chr1	103100000	103199999	21	1p
1010	chr1	103200000	103299999	21	1p
1011	chr1	103300000	103399999	21	1p
1012	chr1	103400000	103499999	21	1p
1013	chr1	103500000	103599999	21	1p
1014	chr1	103600000	103699999	21	1p
1015	chr1	103700000	103799999	21	1p
1016	chr1	104000000	104099999	21	1p
1017	chr1	104100000	104199999	21	1p
1018	chr1	104300000	104399999	21	1p
1019	chr1	104400000	104499999	21	1p
1020	chr1	104500000	104599999	21	1p
1021	chr1	104600000	104699999	21	1p
1022	chr1	104700000	104799999	21	1p
1023	chr1	104800000	104899999	21	1p
1024	chr1	104900000	104999999	21	1p
1025	chr1	105000000	105099999	21	1p
1026	chr1	105100000	105199999	21	1p
1027	chr1	105200000	105299999	21	1p
1028	chr1	105300000	105399999	21	1p
1029	chr1	105400000	105499999	21	1p
1030	chr1	105500000	105599999	21	1p
1031	chr1	105600000	105699999	21	1p
1032	chr1	105700000	105799999	21	1p
1033	chr1	105800000	105899999	21	1p
1034	chr1	105900000	105999999	21	1p
1035	chr1	106000000	106099999	21	1p
1036	chr1	106100000	106199999	21	1p
1037	chr1	106200000	106299999	21	1p
1038	chr1	106300000	106399999	21	1p
1039	chr1	106400000	106499999	21	1p
1040	chr1	106500000	106599999	21	1p
1041	chr1	106600000	106699999	21	1p
1042	chr1	106700000	106799999	21	1p
1043	chr1	106800000	106899999	21	1p
1044	chr1	106900000	106999999	21	1p
1045	chr1	107000000	107099999	21	1p
1046	chr1	107100000	107199999	21	1p
1047	chr1	107200000	107299999	21	1p
1048	chr1	107300000	107399999	21	1p
1049	chr1	107400000	107499999	21	1p
1050	chr1	107500000	107599999	21	1p
1051	chr1	107600000	107699999	22	1p
1052	chr1	107700000	107799999	22	1p
1053	chr1	107800000	107899999	22	1p
1054	chr1	107900000	107999999	22	1p
1055	chr1	108000000	108099999	22	1p
1056	chr1	108100000	108199999	22	1p
1057	chr1	108200000	108299999	22	1p
1058	chr1	108300000	108399999	22	1p
1059	chr1	108400000	108499999	22	1p
1060	chr1	108500000	108599999	22	1p
1061	chr1	108600000	108699999	22	1p
1062	chr1	108700000	108799999	22	1p
1063	chr1	108800000	108899999	22	1p
1064	chr1	109000000	109099999	22	1p
1065	chr1	109100000	109199999	22	1p
1066	chr1	109200000	109299999	22	1p
1067	chr1	109300000	109399999	22	1p
1068	chr1	109400000	109499999	22	1p
1069	chr1	109500000	109599999	22	1p
1070	chr1	109600000	109699999	22	1p
1071	chr1	109700000	109799999	22	1p
1072	chr1	109800000	109899999	22	1p
1073	chr1	109900000	109999999	22	1p
1074	chr1	110000000	110099999	22	1p
1075	chr1	110100000	110199999	22	1p
1076	chr1	110200000	110299999	22	1p
1077	chr1	110300000	110399999	22	1p
1078	chr1	110400000	110499999	22	1p
1079	chr1	110500000	110599999	22	1p
1080	chr1	110600000	110699999	22	1p
1081	chr1	110700000	110799999	22	1p
1082	chr1	110800000	110899999	22	1p
1083	chr1	110900000	110999999	22	1p
1084	chr1	111000000	111099999	22	1p
1085	chr1	111100000	111199999	22	1p
1086	chr1	111200000	111299999	22	1p
1087	chr1	111300000	111399999	22	1p
1088	chr1	111400000	111499999	22	1p
1089	chr1	111500000	111599999	22	1p
1090	chr1	111600000	111699999	22	1p
1091	chr1	111700000	111799999	22	1p
1092	chr1	111800000	111899999	22	1p
1093	chr1	111900000	111999999	22	1p
1094	chr1	112000000	112099999	22	1p
1095	chr1	112100000	112199999	22	1p
1096	chr1	112200000	112299999	22	1p
1097	chr1	112300000	112399999	22	1p
1098	chr1	112400000	112499999	22	1p
1099	chr1	112500000	112599999	22	1p
1100	chr1	112600000	112699999	22	1p
1101	chr1	112700000	112799999	23	1p
1102	chr1	112800000	112899999	23	1p
1103	chr1	112900000	112999999	23	1p
1104	chr1	113000000	113099999	23	1p
1105	chr1	113100000	113199999	23	1p
1106	chr1	113200000	113299999	23	1p
1107	chr1	113300000	113399999	23	1p
1108	chr1	113400000	113499999	23	1p
1109	chr1	113500000	113599999	23	1p
1110	chr1	113600000	113699999	23	1p
1111	chr1	113700000	113799999	23	1p
1112	chr1	113800000	113899999	23	1p
1113	chr1	113900000	113999999	23	1p
1114	chr1	114000000	114099999	23	1p
1115	chr1	114100000	114199999	23	1p
1116	chr1	114200000	114299999	23	1p
1117	chr1	114300000	114399999	23	1p
1118	chr1	114400000	114499999	23	1p
1119	chr1	114500000	114599999	23	1p
1120	chr1	114600000	114699999	23	1p
1121	chr1	114700000	114799999	23	1p
1122	chr1	114800000	114899999	23	1p
1123	chr1	114900000	114999999	23	1p
1124	chr1	115000000	115099999	23	1p
1125	chr1	115100000	115199999	23	1p
1126	chr1	115200000	115299999	23	1p
1127	chr1	115300000	115399999	23	1p
1128	chr1	115400000	115499999	23	1p
1129	chr1	115500000	115599999	23	1p
1130	chr1	115600000	115699999	23	1p
1131	chr1	115700000	115799999	23	1p
1132	chr1	115800000	115899999	23	1p
1133	chr1	115900000	115999999	23	1p
1134	chr1	116000000	116099999	23	1p
1135	chr1	116100000	116199999	23	1p
1136	chr1	116200000	116299999	23	1p
1137	chr1	116300000	116399999	23	1p
1138	chr1	116400000	116499999	23	1p
1139	chr1	116500000	116599999	23	1p
1140	chr1	116600000	116699999	23	1p
1141	chr1	116700000	116799999	23	1p
1142	chr1	116800000	116899999	23	1p
1143	chr1	116900000	116999999	23	1p
1144	chr1	117000000	117099999	23	1p
1145	chr1	117100000	117199999	23	1p
1146	chr1	117200000	117299999	23	1p
1147	chr1	117300000	117399999	23	1p
1148	chr1	117400000	117499999	23	1p
1149	chr1	117500000	117599999	23	1p
1150	chr1	117600000	117699999	23	1p
1151	chr1	117700000	117799999	NA	#N/A
1152	chr1	117800000	117899999	NA	#N/A
1153	chr1	117900000	117999999	NA	#N/A
1154	chr1	118000000	118099999	NA	#N/A
1155	chr1	118100000	118199999	NA	#N/A
1156	chr1	118200000	118299999	NA	#N/A
1157	chr1	118300000	118399999	NA	#N/A
1158	chr1	118400000	118499999	NA	#N/A
1159	chr1	118500000	118599999	NA	#N/A
1160	chr1	118600000	118699999	NA	#N/A
1161	chr1	118700000	118799999	NA	#N/A
1162	chr1	118800000	118899999	NA	#N/A
1163	chr1	118900000	118999999	NA	#N/A
1164	chr1	119000000	119099999	NA	#N/A
1165	chr1	119100000	119199999	NA	#N/A
1166	chr1	119200000	119299999	NA	#N/A
1167	chr1	119300000	119399999	NA	#N/A
1168	chr1	119400000	119499999	NA	#N/A
1169	chr1	119500000	119599999	NA	#N/A
1170	chr1	119600000	119699999	NA	#N/A
1171	chr1	119700000	119799999	NA	#N/A
1172	chr1	119800000	119899999	NA	#N/A
1173	chr1	119900000	119999999	NA	#N/A
1174	chr1	120000000	120099999	NA	#N/A
1175	chr1	120100000	120199999	NA	#N/A
1176	chr1	120200000	120299999	NA	#N/A
1177	chr1	120300000	120399999	NA	#N/A
1178	chr1	120400000	120499999	NA	#N/A
1179	chr1	120500000	120599999	NA	#N/A
1180	chr1	121100000	121199999	NA	#N/A
1181	chr1	121200000	121299999	NA	#N/A
1182	chr1	121300000	121399999	NA	#N/A
1183	chr1	144500000	144599999	NA	#N/A
1184	chr1	144900000	144999999	NA	#N/A
1185	chr1	145000000	145099999	NA	#N/A
1186	chr1	145100000	145199999	NA	#N/A
1187	chr1	145200000	145299999	NA	#N/A
1188	chr1	145300000	145399999	NA	#N/A
1189	chr1	145400000	145499999	43	1q
1190	chr1	145500000	145599999	43	1q
1191	chr1	145600000	145699999	43	1q
1192	chr1	145700000	145799999	43	1q
1193	chr1	146500000	146599999	43	1q
1194	chr1	146600000	146699999	43	1q
1195	chr1	146700000	146799999	43	1q
1196	chr1	146800000	146899999	43	1q
1197	chr1	146900000	146999999	43	1q
1198	chr1	147000000	147099999	43	1q
1199	chr1	147100000	147199999	43	1q
1200	chr1	147200000	147299999	43	1q
1201	chr1	147300000	147399999	43	1q
1202	chr1	147700000	147799999	43	1q
1203	chr1	147800000	147899999	43	1q
1204	chr1	149100000	149199999	43	1q
1205	chr1	149200000	149299999	43	1q
1206	chr1	149800000	149899999	43	1q
1207	chr1	149900000	149999999	43	1q
1208	chr1	150000000	150099999	43	1q
1209	chr1	150100000	150199999	43	1q
1210	chr1	150200000	150299999	43	1q
1211	chr1	150300000	150399999	43	1q
1212	chr1	150400000	150499999	43	1q
1213	chr1	150500000	150599999	43	1q
1214	chr1	150600000	150699999	43	1q
1215	chr1	150700000	150799999	43	1q
1216	chr1	150800000	150899999	43	1q
1217	chr1	150900000	150999999	43	1q
1218	chr1	151000000	151099999	43	1q
1219	chr1	151100000	151199999	43	1q
1220	chr1	151200000	151299999	43	1q
1221	chr1	151300000	151399999	43	1q
1222	chr1	151400000	151499999	43	1q
1223	chr1	151500000	151599999	43	1q
1224	chr1	151600000	151699999	43	1q
1225	chr1	151700000	151799999	43	1q
1226	chr1	151800000	151899999	43	1q
1227	chr1	151900000	151999999	43	1q
1228	chr1	152000000	152099999	43	1q
1229	chr1	152100000	152199999	43	1q
1230	chr1	152200000	152299999	43	1q
1231	chr1	152300000	152399999	43	1q
1232	chr1	152400000	152499999	43	1q
1233	chr1	152500000	152599999	43	1q
1234	chr1	152600000	152699999	43	1q
1235	chr1	152700000	152799999	43	1q
1236	chr1	152800000	152899999	43	1q
1237	chr1	152900000	152999999	43	1q
1238	chr1	153000000	153099999	43	1q
1239	chr1	153100000	153199999	42	1q
1240	chr1	153200000	153299999	42	1q
1241	chr1	153300000	153399999	42	1q
1242	chr1	153400000	153499999	42	1q
1243	chr1	153500000	153599999	42	1q
1244	chr1	153600000	153699999	42	1q
1245	chr1	153700000	153799999	42	1q
1246	chr1	153800000	153899999	42	1q
1247	chr1	153900000	153999999	42	1q
1248	chr1	154000000	154099999	42	1q
1249	chr1	154100000	154199999	42	1q
1250	chr1	154200000	154299999	42	1q
1251	chr1	154300000	154399999	42	1q
1252	chr1	154400000	154499999	42	1q
1253	chr1	154500000	154599999	42	1q
1254	chr1	154600000	154699999	42	1q
1255	chr1	154700000	154799999	42	1q
1256	chr1	154800000	154899999	42	1q
1257	chr1	154900000	154999999	42	1q
1258	chr1	155000000	155099999	42	1q
1259	chr1	155100000	155199999	42	1q
1260	chr1	155200000	155299999	42	1q
1261	chr1	155300000	155399999	42	1q
1262	chr1	155400000	155499999	42	1q
1263	chr1	155500000	155599999	42	1q
1264	chr1	155600000	155699999	42	1q
1265	chr1	155700000	155799999	42	1q
1266	chr1	155800000	155899999	42	1q
1267	chr1	155900000	155999999	42	1q
1268	chr1	156000000	156099999	42	1q
1269	chr1	156100000	156199999	42	1q
1270	chr1	156200000	156299999	42	1q
1271	chr1	156300000	156399999	42	1q
1272	chr1	156400000	156499999	42	1q
1273	chr1	156500000	156599999	42	1q
1274	chr1	156600000	156699999	42	1q
1275	chr1	156700000	156799999	42	1q
1276	chr1	156800000	156899999	42	1q
1277	chr1	156900000	156999999	42	1q
1278	chr1	157000000	157099999	42	1q
1279	chr1	157100000	157199999	42	1q
1280	chr1	157200000	157299999	42	1q
1281	chr1	157300000	157399999	42	1q
1282	chr1	157400000	157499999	42	1q
1283	chr1	157500000	157599999	42	1q
1284	chr1	157600000	157699999	42	1q
1285	chr1	157700000	157799999	42	1q
1286	chr1	157800000	157899999	42	1q
1287	chr1	157900000	157999999	42	1q
1288	chr1	158000000	158099999	42	1q
1289	chr1	158100000	158199999	41	1q
1290	chr1	158200000	158299999	41	1q
1291	chr1	158300000	158399999	41	1q
1292	chr1	158400000	158499999	41	1q
1293	chr1	158500000	158599999	41	1q
1294	chr1	158600000	158699999	41	1q
1295	chr1	158700000	158799999	41	1q
1296	chr1	158800000	158899999	41	1q
1297	chr1	158900000	158999999	41	1q
1298	chr1	159000000	159099999	41	1q
1299	chr1	159100000	159199999	41	1q
1300	chr1	159200000	159299999	41	1q
1301	chr1	159300000	159399999	41	1q
1302	chr1	159400000	159499999	41	1q
1303	chr1	159500000	159599999	41	1q
1304	chr1	159600000	159699999	41	1q
1305	chr1	159700000	159799999	41	1q
1306	chr1	159800000	159899999	41	1q
1307	chr1	159900000	159999999	41	1q
1308	chr1	160000000	160099999	41	1q
1309	chr1	160100000	160199999	41	1q
1310	chr1	160200000	160299999	41	1q
1311	chr1	160300000	160399999	41	1q
1312	chr1	160400000	160499999	41	1q
1313	chr1	160500000	160599999	41	1q
1314	chr1	160600000	160699999	41	1q
